trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.962966366290334}",25,0,-177.41671856409863,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.9625608507879115}",20,4,-77.60997313023606,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.9621531695239809}",35,0,-62.559909803499465,"{0: 25, 1: 6, 2: 3, 3: 0, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9617433234158248}",25,0,-113.2310770156628,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9613313133855966}",25,0,-88.63765987552776,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.960917140360319}",25,0,-141.92418984305942,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9605008052718809}",25,0,-105.2679340373282,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9600823090570362}",20,0,-106.90029190660977,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9596616526574011}",25,0,-86.52942200080383,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9592388370194525}",20,0,-130.72718277637333,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.9588138630945251}",30,0,-257.0130822671187,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 5}",0
194,False,"{'a': 0.5, 'e': 0.9583867318388103}",20,11,-2.2477676649175686,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.9579574442133532}",30,0,-132.33467125594657,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9575260011840507}",30,0,-219.00400888540733,"{0: 14, 1: 5, 2: 5, 3: 4, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.9570924037216496}",20,0,-77.68231922956303,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9566566528017438}",20,0,-116.96283243735532,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9562187494047729}",20,0,-46.704506464547855,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9557786945160192}",25,0,-152.57911881315965,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-264.62160904033766,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 5}",0
202,False,"{'a': 0.5, 'e': 0.9548921342284954}",25,0,-38.83135336352314,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.9544456308244855}",20,0,-74.02761855075262,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.953996979918209}",20,0,-22.80254730631373,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.9535461825191301}",25,0,-31.021728981759153,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9530932396415428}",20,14,2.9478858562653967,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.9526381523045685}",25,0,-111.4928148942691,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.9521809215321533}",20,0,-88.90974347984023,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,0,-43.750221546101386,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9512600338008972}",25,0,-137.17624274830078,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9507963789140532}",25,0,-124.01621740617078,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9503305847357579}",20,0,-139.8193702272701,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9498626523140478}",25,0,-70.56348090460918,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9493925827017706}",25,3,-103.74943974616366,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.948920376956583}",20,0,-84.29051886978421,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9484460361409476}",25,0,-89.57628090400206,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.9479695613221308}",25,0,-103.32972498284487,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.9474909535722011}",25,0,-52.264751681189864,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9470102139680256}",35,0,-210.79833554833576,"{0: 19, 1: 0, 2: 13, 3: 1, 4: 2}",0
220,False,"{'a': 0.5, 'e': 0.9465273435912682}",30,0,-143.96327422613894,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
221,False,"{'a': 0.5, 'e': 0.946042343528387}",25,0,-241.5221979360508,"{0: 11, 1: 1, 2: 9, 3: 0, 4: 4}",0
222,False,"{'a': 0.5, 'e': 0.9455552148706319}",30,0,-129.0243953843947,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.9450659587140423}",35,0,-175.68656162457313,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.9445745761594444}",20,5,-96.04527339171554,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-125.13397676802877,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9435854362834473}",20,0,-70.6426309443564,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.9430876811876123}",20,0,-47.13492199762129,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.9425878041448927}",20,0,-71.49526723126347,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.9420858062800114}",25,0,-124.23252710175389,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.9415816887224634}",30,0,-160.5658752359292,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.941075452606513}",30,3,-89.69368709561195,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.9405670990711913}",30,0,-170.74155654735839,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.9400566292602934}",25,11,-28.09644218656097,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.9395440443223763}",30,0,-47.292129409399934,"{0: 22, 1: 6, 2: 1, 3: 0, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.9390293454107558}",20,0,-126.51255461141078,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9385125336835043}",25,0,-34.731421577715295,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.937993610303448}",20,8,-91.3475564481275,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.9374725764381642}",30,0,-195.3023719449597,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.9369494332599789}",30,0,-173.01616350357392,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
240,False,"{'a': 0.5, 'e': 0.936424181945964}",25,7,-46.11151423022216,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.9358968236779348}",20,0,-74.73372357180273,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.9353673596424472}",20,0,-101.86088649639116,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.9348357910307951}",20,12,-51.63156702375786,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.9343021190390074}",20,0,-50.54112034031314,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.933766344867846}",20,0,-31.17908886926446,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.9332284697228027}",35,5,-146.37611657950936,"{0: 16, 1: 2, 2: 8, 3: 4, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.9326884948140962}",20,0,-192.46713307009583,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
248,False,"{'a': 0.5, 'e': 0.9321464213566698}",25,0,-32.229718643628445,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9316022505701886}",30,0,-178.83809913227532,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
250,False,"{'a': 0.5, 'e': 0.9310559836790367}",25,0,-175.88434257491463,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.9305076219123143}",25,0,-67.84523294985267,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.9299571665038351}",25,0,-146.0463370194644,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9294046186921237}",30,0,-89.69910347913027,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.9288499797204122}",25,0,-121.90442445196526,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.9282932508366383}",20,0,-35.24221093369935,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.9277344332934415}",30,0,-107.97342963875084,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.9271735283481612}",20,0,-138.6359983414498,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.9266105372628335}",20,0,-103.72307054927003,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.9260454613041876}",20,0,-108.53812835668619,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9254783017436445}",20,13,-7.642367546030684,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.9249090598573131}",25,0,-133.72192422306466,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.924337736925987}",30,0,-126.74647041670109,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.9237643342351429}",20,0,-11.347804099994267,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.9231888530749364}",20,0,-198.2014581974912,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
265,False,"{'a': 0.5, 'e': 0.9226112947402}",25,0,-130.1404775291082,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9220316605304396}",25,0,-62.461208588767654,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.921449951749832}",30,0,-147.80127339446767,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.9208661697072218}",25,0,-169.5943956895913,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.9202803157161181}",25,0,-138.43092505519883,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9196923910946924}",20,0,-72.1213643799848,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.9191023971657747}",20,0,-52.78646254477235,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.9185103352568511}",20,0,-172.63929014100898,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
273,False,"{'a': 0.5, 'e': 0.9179162067000607}",30,0,-88.25047659168835,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.9173200128321924}",20,0,-124.87838462479097,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.9167217549946823}",20,0,-102.73383938583503,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9161214345336103}",20,0,-129.00513167101116,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.9155190527996969}",20,0,-144.03802070683957,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 4}",0
278,False,"{'a': 0.5, 'e': 0.9149146111483011}",20,5,-6.804360616893092,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.914308110939416}",20,0,-104.56659841010831,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.9136995535376672}",25,0,-90.19489168385657,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.9130889403123083}",25,0,-105.36139055928692,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.9124762726372189}",25,0,-79.4826620370044,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.911861551890901}",25,0,-155.5749421911336,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9112447794564762}",30,0,-228.32153638678187,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
285,False,"{'a': 0.5, 'e': 0.9106259567216819}",20,0,-47.97819035366763,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.9100050850788691}",25,0,-57.85605447127213,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.9093821659249989}",25,0,-77.67542820948205,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.908757200661639}",25,0,-138.10932220813893,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.9081301906949609}",20,5,-32.399638401232785,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.907501137435737}",20,0,-100.89192061568572,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.9068700422993367}",20,0,-90.48329530286252,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
292,False,"{'a': 0.5, 'e': 0.9062369067057237}",20,0,-103.28395104559861,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-93.06602795353157,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.9049645198496671}",25,0,-138.70356297590524,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.9043252714500934}",25,0,-15.480354693780086,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.9036839883190404}",30,16,6.10481829612911,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.903040671899395}",20,2,-22.27148720566947,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.9023953236386187}",30,0,-67.93020749412491,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.901747944988745}",25,0,-196.29977371680678,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.9010985374063755}",25,0,-166.68976116979766,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
301,False,"{'a': 0.5, 'e': 0.9004471023526769}",30,0,-83.36012478444026,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.8997936412933779}",20,5,-43.9023486213231,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.8991381556987657}",30,6,-105.51563212973629,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 2}",1
304,False,"{'a': 0.5, 'e': 0.8984806470436824}",20,11,12.204968204150749,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.8978211168075223}",35,0,-126.20959048680773,"{0: 26, 1: 3, 2: 2, 3: 2, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.8971595664742282}",20,3,-70.08656319010649,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.8964959975322879}",20,0,-26.355644167084886,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.8958304114747315}",25,0,-171.88797473755216,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.8951628097991272}",25,0,-82.8871146709169,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.8944931940075784}",25,0,-47.658071500037934,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.8938215656067205}",30,0,-84.82139205325305,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.8931479261077172}",20,0,-137.58977935796946,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
313,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,3,-143.76977695021742,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 3}",1
314,False,"{'a': 0.5, 'e': 0.8917946198825496}",20,0,-75.43238809409863,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.891114956201324}",20,0,10.48650668423418,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.8904332875118228}",20,0,-17.41887413508576,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.8897496153478003}",25,0,-122.45874871908804,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.8890639412475188}",25,0,-144.49481756853166,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
319,False,"{'a': 0.5, 'e': 0.8883762667537444}",30,0,-130.1160037540068,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.8876865934137446}",25,0,-154.0367432774631,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
321,False,"{'a': 0.5, 'e': 0.8869949227792842}",30,0,-49.28361096481357,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.8863012564066217}",20,3,-100.36914376007873,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
323,False,"{'a': 0.5, 'e': 0.8856055958565062}",25,0,-201.4788565317741,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
324,False,"{'a': 0.5, 'e': 0.8849079426941736}",20,0,-91.78628169076704,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-13.236580974882449,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.8835066648162144}",30,0,-120.73732025231358,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.8828030432534625}",30,0,-42.93851830702104,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.8820974353842356}",25,0,-48.48979404484235,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-142.23633782361733,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.8806802670812924}",30,0,-92.91053974059547,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.8799687098362042}",30,0,-150.67963753247196,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
332,False,"{'a': 0.5, 'e': 0.8792551726618901}",20,9,-4.435195712972555,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.8785396571638084}",20,0,-105.88792510545734,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.8778221649518688}",25,0,-192.07502275251002,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
335,False,"{'a': 0.5, 'e': 0.8771026976404284}",20,0,-88.71376740954045,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.8763812568482883}",25,0,-131.40869647392879,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.87565784419869}",20,0,-138.19505031142097,"{0: 9, 1: 5, 2: 2, 3: 3, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.8749324613193117}",20,0,-84.48768608521158,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.8742051098422645}",35,10,-69.68270102534314,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.8734757914040889}",30,0,-85.74744611324881,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.8727445076457513}",35,0,-118.42828033063833,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.8720112602126395}",20,0,-110.52146933871751,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.8712760507545603}",25,9,-67.99748806187871,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.8705388809257344}",20,0,-102.68868936500715,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,0,-120.40257305185337,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
346,False,"{'a': 0.5, 'e': 0.869058666794777}",30,0,-140.6544566034306,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,0,-35.58720000956959,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8675706311416845}",20,0,-71.79673840754195,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-135.60227676769404,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
350,False,"{'a': 0.5, 'e': 0.866074787358768}",25,15,-0.08436498027517358,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.8653239416229412}",25,0,-155.8885072374445,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.8645711489086111}",20,3,-63.62503858746326,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-138.13138122682,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
354,False,"{'a': 0.5, 'e': 0.8630597293239499}",20,0,-29.442166703272797,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.8623011058543124}",20,0,-98.63793615428395,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.8615405422075505}",20,2,-62.46513499369703,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
357,False,"{'a': 0.5, 'e': 0.8607780400949321}",25,0,-73.99106400161656,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.8600136012320866}",20,0,-176.40547252089905,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
359,False,"{'a': 0.5, 'e': 0.8592472273390012}",20,3,-99.51711127684032,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
360,False,"{'a': 0.5, 'e': 0.8584789201400167}",20,5,-81.07030483888688,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.8577086813638242}",20,0,-89.78838124492457,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.8569365127434604}",20,0,-96.49457581358008,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.8561624160163044}",35,0,-154.71806390556173,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
364,False,"{'a': 0.5, 'e': 0.8553863929240735}",20,0,-134.2100302789856,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
365,False,"{'a': 0.5, 'e': 0.8546084452128195}",25,0,-96.04958582063064,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
366,False,"{'a': 0.5, 'e': 0.8538285746329243}",20,0,-59.35943134115438,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
