trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-105.67522729568175,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.8522630718903668}",30,0,-126.16545931853727,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
369,False,"{'a': 0.5, 'e': 0.8514774432500848}",25,8,-160.42494224129433,"{0: 8, 1: 1, 2: 3, 3: 3, 4: 2}",1
370,False,"{'a': 0.5, 'e': 0.8506898987859148}",25,0,-157.11567080898078,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
371,False,"{'a': 0.5, 'e': 0.8499004402698315}",25,0,-112.88781137626192,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.849109069478116}",20,0,-118.55638134577819,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
373,False,"{'a': 0.5, 'e': 0.8483157881913526}",25,0,-96.2625484342362,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.8475205981944235}",20,0,-132.0731455610263,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.846723501276506}",30,0,-115.29949124434314,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
376,False,"{'a': 0.5, 'e': 0.8459244992310679}",25,0,12.438007571658602,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.8451235938558634}",25,0,-87.78697155673693,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.8443207869529292}",20,0,-158.61157126129248,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
379,False,"{'a': 0.5, 'e': 0.8435160803285806}",20,0,-63.57084361790034,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
380,False,"{'a': 0.5, 'e': 0.8427094757934073}",25,0,-156.406977035907,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
381,False,"{'a': 0.5, 'e': 0.8419009751622687}",20,0,-112.19730338718816,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
382,False,"{'a': 0.5, 'e': 0.8410905802542913}",25,9,-62.37334943527101,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.8402782928928632}",20,0,-128.89970515710903,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.8394641149056304}",25,0,-126.89926483540539,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
385,False,"{'a': 0.5, 'e': 0.8386480481244933}",30,10,-75.37034125677874,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",1
386,False,"{'a': 0.5, 'e': 0.8378300943856019}",20,0,-62.04211260856975,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.8370102555293514}",20,0,-159.31175699520696,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
388,False,"{'a': 0.5, 'e': 0.8361885334003791}",20,0,-56.91240073115668,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
389,False,"{'a': 0.5, 'e': 0.8353649298475594}",20,0,-69.51365238691302,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.834539446724}",30,12,-64.85623288081419,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.8337120858870376}",25,0,-104.97881834383978,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.8328828491982335}",25,0,-63.79531117859276,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.8320517385233703}",20,0,-130.64873820125794,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
394,False,"{'a': 0.5, 'e': 0.8312187557324463}",25,0,-165.86482911440697,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
395,False,"{'a': 0.5, 'e': 0.8303839026996727}",30,0,-110.17473859364684,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.8295471813034682}",25,1,-31.159912052688657,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,0,-92.09684065496278,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
398,False,"{'a': 0.5, 'e': 0.8278681409554577}",20,0,-105.66979022078536,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,0,-48.412717251384095,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.8261816497997667}",20,0,-63.01639984551061,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
401,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-83.38801296344313,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.8244877230148044}",25,0,-86.57765144256965,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.8236379760229016}",30,0,4.184584885932811,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.8227863758459002}",35,0,-230.1792642278407,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 4}",0
405,False,"{'a': 0.5, 'e': 0.8219329243999003}",20,0,-45.06310396686054,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.8210776236051671}",25,0,-183.52451197637944,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
407,False,"{'a': 0.5, 'e': 0.8202204753861273}",20,0,-52.359984887641296,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
408,False,"{'a': 0.5, 'e': 0.8193614816713639}",20,0,-140.73221513587572,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
409,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-163.00571617368948,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
410,False,"{'a': 0.5, 'e': 0.8176379654897563}",20,0,-90.79701272941615,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
411,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-37.37707939104441,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.8159070905719784}",25,0,-11.45166562748612,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.8150388984525244}",30,0,-91.14852233850631,"{0: 21, 1: 3, 2: 2, 3: 4, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.8141688724958926}",25,6,-8.15201663579554,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.8132970146596414}",35,0,-158.19775825359216,"{0: 22, 1: 3, 2: 7, 3: 1, 4: 2}",0
416,False,"{'a': 0.5, 'e': 0.8124233269054502}",30,4,-79.61844796430518,"{0: 16, 1: 7, 2: 2, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,4,-107.74373008780766,"{0: 10, 1: 2, 2: 7, 3: 2, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.8106704695105493}",25,0,-154.44184300648533,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
419,False,"{'a': 0.5, 'e': 0.8097913038137682}",30,8,-70.16532288730859,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.8089103160868949}",25,17,-27.01835264309141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.8080275083121519}",25,3,-93.78007660047237,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.807142882475856}",30,0,-189.44873974478844,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
423,False,"{'a': 0.5, 'e': 0.806256440568415}",30,0,-182.37225299386952,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
424,False,"{'a': 0.5, 'e': 0.8053681845843228}",20,0,-48.939838848785826,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.8044781165221552}",20,0,-126.59888257472691,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.8035862383845647}",20,0,-62.02546668951629,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
427,False,"{'a': 0.5, 'e': 0.8026925521782768}",20,0,-33.117010967422104,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.8017970599140853}",20,0,-117.35164791786087,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,5,-13.530099231178053,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.8000006652754789}",20,0,-78.78892177702804,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.7990997669429512}",30,0,-73.00671528866721,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
432,False,"{'a': 0.5, 'e': 0.7981970706362849}",20,0,-84.69225663256877,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.7972925783865465}",25,1,-66.47696264613113,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
434,False,"{'a': 0.5, 'e': 0.796386292228843}",25,7,-179.38286579923812,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 3}",1
435,False,"{'a': 0.5, 'e': 0.795478214202318}",30,0,-184.3704192444908,"{0: 20, 1: 0, 2: 5, 3: 2, 4: 3}",0
436,False,"{'a': 0.5, 'e': 0.7945683463501467}",20,0,-17.003472827200127,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-132.384687588172,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
438,False,"{'a': 0.5, 'e': 0.7927432493616966}",25,2,-41.899403010246694,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.7918280243318853}",30,5,-43.392746247043675,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
440,False,"{'a': 0.5, 'e': 0.7909110176893532}",20,0,7.342457707881836,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.7899922314973651}",25,0,-50.4072544208397,"{0: 20, 1: 2, 2: 0, 3: 3, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.7890716678231894}",30,10,-73.04398354614759,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.7881493287380938}",25,0,-96.97685068995291,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.7872252163173412}",20,7,-8.312288608449027,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.7862993326401839}",20,0,-122.33991190078082,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
446,False,"{'a': 0.5, 'e': 0.78537167978986}",30,9,-98.5039328556741,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 3}",1
447,False,"{'a': 0.5, 'e': 0.7844422598535878}",25,0,-101.89768858307131,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.783511074922562}",35,13,-58.00347737709386,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,0,-86.43459623594457,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.7816434184608784}",25,0,-89.68029790592553,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.7807069511324468}",20,0,-94.06917580686459,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
452,False,"{'a': 0.5, 'e': 0.7797687272137047}",20,10,-11.441295040510697,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.7788287488156552}",20,0,-55.30603222855757,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.7778870180532496}",20,0,-45.238764967014596,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.7769435370453812}",20,0,-69.42406380612738,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
456,False,"{'a': 0.5, 'e': 0.7759983079148826}",20,0,-59.50871166202329,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.7750513327885183}",20,0,-49.25259961529482,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.7741026137969824}",25,2,-196.85429655422476,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 4}",1
459,False,"{'a': 0.5, 'e': 0.7731521530748919}",20,12,4.151726926985138,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.7721999527607832}",25,0,-73.31578134932589,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.7712460149971065}",35,2,-66.10622855783691,"{0: 24, 1: 4, 2: 4, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.7702903419302216}",30,17,10.961713701747914,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.7693329357103922}",25,10,-54.48567967683342,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
464,False,"{'a': 0.5, 'e': 0.768373798491782}",30,0,-125.14593037471789,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.7674129324324493}",20,0,-48.89553319011597,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.7664503396943425}",30,0,-178.48003961650525,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
467,False,"{'a': 0.5, 'e': 0.7654860224432947}",25,0,-25.703987913309124,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.7645199828490193}",30,0,-110.28760575933235,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,0,-45.937083937204896,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
470,False,"{'a': 0.5, 'e': 0.762582745329011}",20,0,-65.75641400109927,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.7616115517620617}",20,0,-84.76208317921446,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.7606386445694422}",25,11,7.935076695853374,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.7596640259401933}",25,0,-104.02603567834849,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.7586876980672066}",25,0,-87.01991442674074,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.7577096631472192}",20,0,-26.564188088783382,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.7567299233808094}",20,2,-73.95487612838048,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.7557484809723913}",25,0,11.209297422219755,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.7547653381302097}",25,0,-144.3748774068457,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
479,False,"{'a': 0.5, 'e': 0.753780497066336}",35,3,-65.42343175217233,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 1}",1
480,False,"{'a': 0.5, 'e': 0.7527939599966617}",25,0,-85.23535909087421,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.751805729140895}",20,0,-19.00480409010634,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.7508158067225549}",35,0,-170.16922387466946,"{0: 25, 1: 1, 2: 4, 3: 2, 4: 3}",0
483,False,"{'a': 0.5, 'e': 0.7498241949689665}",20,6,-4.195820899529278,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.7488308961112556}",20,1,-21.690663931649205,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,4,-41.480328593488,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.746839246026946}",25,0,-133.32482536303388,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
487,False,"{'a': 0.5, 'e': 0.745840899281559}",25,0,-98.53714198047385,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.7448408743944632}",20,0,-93.97851154934703,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.7438391736157144}",35,0,-155.41594561516268,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 4}",0
490,False,"{'a': 0.5, 'e': 0.7428357991991388}",25,0,-57.318463615407,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.7418307534023283}",25,6,-28.564132881966668,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.5, 'e': 0.7408240384866354}",25,0,-66.19856549803461,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.7398156567171688}",20,8,-60.69399357853921,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.7388056103627864}",25,2,-111.46854238365881,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
495,False,"{'a': 0.5, 'e': 0.7377939016960925}",30,0,-121.03145705781718,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.7367805329934309}",20,14,-15.037540336544751,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.7357655065348812}",20,10,-79.76370908569932,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.734748824604252}",20,0,-75.84222571100804,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
499,False,"{'a': 0.5, 'e': 0.7337304894890774}",35,9,-71.54824427330064,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.732710503480611}",35,0,-132.2934141559394,"{0: 20, 1: 5, 2: 8, 3: 1, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-44.49939594466328,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.7306655879673845}",25,0,-137.01678763444912,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
503,False,"{'a': 0.5, 'e': 0.7296406630636835}",20,8,-28.61757351169829,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.7286140964687983}",20,7,-12.816045892419819,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.7275858904925034}",25,0,-80.65828587754454,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.726556047448262}",20,0,-48.11164127810707,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.7255245696532202}",20,0,-13.391050811008592,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.7244914594282029}",25,0,-108.86973257944871,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
509,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,0,-66.14649068103323,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.7224203509898993}",20,0,-115.66170229167192,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
511,False,"{'a': 0.5, 'e': 0.7213823574366063}",25,10,-3.2067924753450416,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.7203427407733132}",20,0,-59.55551282751563,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.7193015033391573}",20,0,-76.08528492556911,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.7182586474769224}",20,0,-36.4670700215016,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.7172141755330337}",25,0,-113.77685627031143,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.7161680898575525}",30,0,-18.054432824742918,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.7151203928041714}",30,0,-45.21151333764328,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.714071086730208}",20,3,-2.610582315176857,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.7130201739966009}",25,3,-31.993724485305563,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
520,False,"{'a': 0.5, 'e': 0.7119676569679031}",20,0,-26.625127081896053,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.7109135380122773}",20,0,-107.44860668533723,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
522,False,"{'a': 0.5, 'e': 0.7098578195014911}",20,0,-26.030718290777404,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
523,False,"{'a': 0.5, 'e': 0.7088005038109104}",20,0,-0.3272783955534999,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
524,False,"{'a': 0.5, 'e': 0.7077415933194952}",20,0,-26.459299826857734,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.7066810904097935}",20,0,-74.45963432873056,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.5, 'e': 0.7056189974679365}",20,0,-78.60507934906936,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
527,False,"{'a': 0.5, 'e': 0.704555316883633}",20,0,-72.75077819746824,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
528,False,"{'a': 0.5, 'e': 0.7034900510501637}",25,7,-81.79325847666033,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 1}",1
529,False,"{'a': 0.5, 'e': 0.7024232023643764}",20,0,-76.43698405249327,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.70135477322668}",20,11,5.1420865326692535,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.7002847660410397}",25,0,-62.263421962496565,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
532,False,"{'a': 0.5, 'e': 0.6992131832149714}",30,3,-92.83238824633119,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 2}",1
533,False,"{'a': 0.5, 'e': 0.6981400271595357}",20,0,-38.45098995454266,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.6970653002893334}",25,11,-70.70708592061575,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
535,False,"{'a': 0.5, 'e': 0.6959890050224996}",35,7,-79.78995512562854,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.6949111437806982}",20,0,-77.12133523211494,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.6938317189891162}",20,0,-65.5864350216562,"{0: 14, 1: 2, 2: 0, 3: 4, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.6927507330764595}",20,2,-32.266936195009976,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.6916681884749454}",25,0,-128.02298588263025,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.6905840876202991}",25,0,-97.00829374821608,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
541,False,"{'a': 0.5, 'e': 0.6894984329517471}",20,0,-114.6713340545652,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
542,False,"{'a': 0.5, 'e': 0.6884112269120117}",20,0,-78.11192232819091,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.6873224719473062}",20,14,4.1793733028228335,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.6862321705073289}",25,0,-56.257982894865734,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,7,0.5796572156614275,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.6840469380177434}",20,0,-82.85481759715405,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
547,False,"{'a': 0.5, 'e': 0.6829520118849076}",20,9,-31.60980943691347,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.5, 'e': 0.6818555491103332}",20,0,-74.10094084537067,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
549,False,"{'a': 0.5, 'e': 0.6807575521610609}",30,23,7.19641013667463,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.6796580235075835}",20,9,17.330662937589846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
